"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"385","Dunaharaszti, Bezerédi-lakópark","60,5 millió Ft","89 m²","4","*** ÚJ ÉPÍTÉSU, 89 m2-es, nappali+3 hálós, ERKÉLYES, dupla komfortos LAKÁS ELADÓ a Bezerédi Lakóparkban ***Az ingatlan egy 4 lakásos, 2 szintes társasház emeletén található, saját ( 3m2 ) tárolóval és gépkocsi beállóval rendelkezik.1 Hónapon belül KULCSRAKÉSZ állapotban lesz!Építési mód:- tégla (Porotherm 30-as klíma tégla)Szigetelés:- 20 cm vastag külso homlokzati szigetelésFutés:- a lakás összes helyIségében padlófutés van. Ennek muködésérol saját ""H"" tarifás villanyórára kötött 8,8 kW-os holégszivattyú gondoskodik.Kiegészítésként minden szobában Fan-Coil rendszer lett kiépítve, mely a hutés mellett a futést is biztosítja.Nyílászárók:- a tökéletes szigetelést és zajvédelmet a 7 kamrás, 3 rétegu és tömítésu muanyag nyílászárók biztosítják, melyek távirányítású- szigetelt alumínium redonyökkel és fix alumínium keretes szúnyoghálóval lettek ellátva.Burkolatok:- a fürdoszobák, illetve a padlók kiváló minoségu olasz és spanyol burkolatokból lettek kiválasztva. Extrák: Royo bútorszett, Hüppe zuhanykabin, minden csaptelep Hansgrohe márkájú.Extraként tudom még a fentiek mellett megemlíteni a kaputelefont, illetve a riasztó teljes kiépítését.Lokáció:a társasház kiváló helyen található, gyalogosan is perceken belül elérheto buszmegálló, vonatmegálló, piac, óvoda, játszótér és bevásárlási lehetoség.További kérdés esetén várom megtisztelo hívását a hét bármelyik napján!K.A.","új építésu","2021","duplakomfortos","BB","1","2","nincs","3 m-nél alacsonyabb","megújuló energia","van","nincs megadva","nem","nincs megadva","nincs megadva","kertre néz","5 m²","nem","udvari beálló - benne van az árban","nem tetotéri",NA,NA
"386","Dunaharaszti, Bezerédi-lakópark","168,31 ezer €","89 m²","4","*** ÚJ ÉPÍTÉSU, 89 m2-es, nappali+3 hálós, ERKÉLYES, dupla komfortos LAKÁS ELADÓ a Bezerédi Lakóparkban ***Az ingatlan egy 4 lakásos, 2 szintes társasház emeletén található, saját ( 3m2 ) tárolóval és gépkocsi beállóval rendelkezik.1 Hónapon belül KULCSRAKÉSZ állapotban lesz!Építési mód:- tégla (Porotherm 30-as klíma tégla)Szigetelés:- 20 cm vastag külso homlokzati szigetelésFutés:- a lakás összes helyIségében padlófutés van. Ennek muködésérol saját ""H"" tarifás villanyórára kötött 8,8 kW-os holégszivattyú gondoskodik.Kiegészítésként minden szobában Fan-Coil rendszer lett kiépítve, mely a hutés mellett a futést is biztosítja.Nyílászárók:- a tökéletes szigetelést és zajvédelmet a 7 kamrás, 3 rétegu és tömítésu muanyag nyílászárók biztosítják, melyek távirányítású- szigetelt alumínium redonyökkel és fix alumínium keretes szúnyoghálóval lettek ellátva.Burkolatok:- a fürdoszobák, illetve a padlók kiváló minoségu olasz és spanyol burkolatokból lettek kiválasztva. Extrák: Royo bútorszett, Hüppe zuhanykabin, minden csaptelep Hansgrohe márkájú.Extraként tudom még a fentiek mellett megemlíteni a kaputelefont, illetve a riasztó teljes kiépítését.Lokáció:a társasház kiváló helyen található, gyalogosan is perceken belül elérheto buszmegálló, vonatmegálló, piac, óvoda, játszótér és bevásárlási lehetoség.További kérdés esetén várom megtisztelo hívását a hét bármelyik napján!K.A.","új építésu","2021","duplakomfortos","BB","1","2","nincs","3 m-nél alacsonyabb","megújuló energia","van","nincs megadva","nem","nincs megadva","nincs megadva","kertre néz","5 m²","nem","udvari beálló - benne van az árban","nem tetotéri",NA,NA
"387","XIII. kerület, Angyalföld - Loportárdulo","146,8 millió Ft","104 m²","4","A XIII. kerület Loportárdulo területén kínáljuk megvételre ezt a kiváló beosztású, belso kétszintes, nappali + 3 hálószobás penthouse lakást, amelyhez az alsó szinten egy 20nm-es terasz, valamint egy 35nm-es saját tertoterasz is tartozik. A társasház idei átadással, kiváló minoségben épül, a Lehel tér és a Westend szomszédságában.Futését/hutését hoszivattyús, mennyezeti huto-futo rendszer biztosítja, a nyílászárók elektromos alumínium redonyökkel felszereltek. Kocsibeálló a teremgarázsban vásárolható a lakáshoz.További információk és megtekintés végett keressen bizalommal!","új építésu","2021","duplakomfortos","nincs megadva","6","nincs megadva","van","nincs megadva","hoszivattyú, mennyezeti hutés-futés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","55 m²","nincs megadva","teremgarázs hely - megvásárolható","nincs megadva",NA,NA
"388","XVII. kerület, Rákoshegy","89,9 millió Ft","120 m²","4","A fováros 17.kerületének egyik családi házas részén,kellemes környezetben eladó egy új építésu,belso kétszintes ikerház.Az igényesen megtervezett és kivitelezésre kerülo,utcafronti elhelyezkedésu, jobb oldali lakás (120 m2) földszintjén elotér, közlekedo, nappali-konyha-étkezo, speiz, mosókonyha,zuhanyzós fürdoszoba, wc,terasz, garázs található; az emeleten közlekedo, 3 szoba, gardrób,fürdoszoba, wc. Gépkocsi beálló, 440 m2 telek és kert is tartozik hozzá. Futését gáz kondenzációs szoba biztosítja. Komoly érdeklodés esetén egyedi kialakítások is számításba jöhetnek (pl. egy 4.szoba kialakítása garázs helyett). A lakások belso színvilága, beltéri ajtók,burkolatok szabadon választhatóak a kivitelezo által megadott értékhatárig (az esetleges különbözetet a vevo fizeti). Várható átadás: 2022 nyár végeÁra: 89.9 M FtSZÁMOS REFERENCIA!!!  IGÉNYES KIVITELEZÉS!!  BABAVÁRÓ,CSOK, 5°%os ÁFAigénylés, illetékmentesség igénybe veheto!","új építésu","2022","duplakomfortos","nincs megadva","nincs megadva","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nincs megadva","nem","külön és egyben is","délnyugat","kertre néz","18 m²","igen","önálló garázs - benne van az árban","nincs megadva",NA,NA
"389","III. kerület, Kaszásdulo - Filatorigát","99,5 millió Ft","67 m²","3","ELADÓ 3 szobás bútorozott, lakás új építésu (2020) házban az Eurocenter közelében csodás nagy terasszal.A ház a III. kerületben, a Vörösvári útról nyíló mellékutcában helyezkedik el. A 3 szintes társasházat 2020-ban építette megbízható beruházó.A liftes házban összesen 10 lakás található, melyek egyedi cirkófutéssel rendelkeznek.Lakás jellemzoi:- 3. emeleti, 67 + 29 nm erkélyes, praktikus elrendezésu ingatlan.- Amerikai konyhás nappali + 2 hálószobás.- A lakás konyhája elektromos készülékekkel felszerelt. ( mosógép, süto és fozolap, elszívó, kombinált hutoszekrény.) és a lakás bútorozott.- A terasz megközelítheto a nappaliból és a hálókból is- a lakásban kádas fürdoszoba és külön WC található. - Villany, víz és gázdíj elszámolása fogyasztás alapján történik.1 db Teremgarázs beálló külön  megegyezés szerint.KÖRNYEZETAz ingatlan rendkívül jó infrastruktúra mellett található, a közelében számos sportolási lehetoség, szabadidos tevékenység található (pl.: uszoda, futópálya, kosárlabda, golf, edzoterem, jóga). Sétatávolságra piac, iskola (Óbudai Egyetem, Árpád Gimnázium, British School), bevásárlóközpontok (Eurocenter, Stop Shop, Flórián tér a közelben továbbá Aldi, Lidl, InterSpar, StopShop, Rendelointézet, Gyógyszertár)TÖMEGKÖZLEKEDÉSKITUNO, 3-4 perc sétára a Bécsi út - Vörösvári úti keresztezodésnél található  Villamos megállóktól (1-es, 17-es,19-es, 41-es villamosok)Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bankfüggetlen hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen. Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is.budapest 3kerület iiikerület óbuda 3szoba lakás panoráma tégla alacsonyrezsi fenntartható csendes zöld erkély waterfrontcity wfcity","új építésu","2020","nincs megadva","nincs megadva","3","nincs megadva","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","utcai","29 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"390","XIX. kerület, Kispest-Óváros","40,87 millió Ft","51 m²","2","CORVIN HOME KISPEST !Budapest 19. kerületében új építésu, minoségi, korszeru lakások épülo társasházban 2022 évi  átadással leköthetok!Az ingatlanról: A beruházó sokadik, sikeres, minoségi lakópark/társasház projektje. Az épülo társasház öt szintes, liftes, a legfelso szint tetotér beépítésu, az emeleti szinteken, illetve a tetotérben összesen 28 lakás kap helyet. A földszinten 28 parkolóhely található. Emellett a lakások számára kialakított tárolóhelyek, kiszolgáló helyiségek, valamint egy az utcáról közvetlenül megközelítheto önálló rendeltetési egység helyiségei találhatóak. A lakások többsége erkélyes vagy francia erkélyes, az épület akadálymentes kialakítású. A lakások önálló saját cirkó futéssel rendelkeznek. Burkolatok meghatározott költségkereten belül választhatók.Elhelyezkedés, lokáció:Az ingatlan Kispesten a Wekerle mellett, részben családi házak által határolt területen található, kifejezetten jó tömegközlekedési lehetoséggel. A Metró, Shopmark, KÖKI könnyen, gyorsan tömegközlekedéssel elérheto.Az 4.28 lakás adatai: méret: 53,74 nmHelyiségek: nappali, háló , fürdo, konyha,  közlekedotájolás : északnyugatemelet: 4. nézet: zöld kertifutés: gázcirkóA társasház lakásai a legkülönbözobb igényeknek is megfelelnek, a nappali + 1 hálószobás lakásoktól a nappali + 3 hálós lakásig, 1 vagy 2 fürdoszobával, erkéllyel, kisebb terasszal mind megtalálhatók a kínálatban. Az árak a lakás méretétol és elhelyezkedésétol függoen változnak a legkisebb lakás 46 nm, a legnagyobb 87 nm, az árak 35,8 Mill FT-tól indulnak, a legdrágább lakás 71,6 Mill Ft.Projekt bemutatásaMinoség Kispesten!Budapest 19. kerületében új építésu, minoségi, korszeru lakások épülo társasházban 2022. évi  átadással leköthetok!Az ingatlanról: A beruházó sokadik, sikeres, minoségi lakópark/társasház projektje. Az épülo társasház öt szintes, liftes, a legfelso szint tetotér beépítésu, az emeleti szinteken, illetve a tetotérben összesen 28 lakás kap helyet. A földszinten 28 parkolóhely található. Emellett a lakások számára kialakított tárolóhelyek, kiszolgáló helyiségek, valamint egy az utcáról közvetlenül megközelítheto önálló rendeltetési egység helyiségei találhatóak. A lakások többsége erkélyes vagy francia erkélyes, az épület akadálymentes kialakítású. A lakások önálló saját cirkó futéssel rendelkeznek. Burkolatok meghatározott költségkereten belül választhatók.Elhelyezkedés, lokáció:Az ingatlan Kispesten a Wekerle mellett, részben családi házak által határolt területen található, kifejezetten jó tömegközlekedési lehetoséggel. A Metró, Shopmark, KÖKI könnyen, gyorsan tömegközlekedéssel elérheto. 40872000 FtReferencia szám: P3978-1-01-04-028","új építésu","2021","összkomfortos","nincs megadva","4","nincs megadva","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","északnyugat","kertre néz","nincs megadva","nem","teremgarázs hely","nem tetotéri",NA,NA
"391","IX. kerület, Középso-Ferencváros","99,5 millió Ft","81 m²","3","ÚJ, AZONNAL KÖLTÖZHETO LAKÁSA IX. kerület egyik legkedveltebb lakóparkjában újépítésu lakás eladó 5 perc sétára a Duna parttól. A városrész a Corvin-negyed városrehabilitációjához hasonlóan teljesen átalakul, modern lakókörnyezetet (és új szolgáltatásokat) kínálva az itt lakóknak. A Közvágóhíd ikonikus kapuja, az azt díszíto szobrok és a védettséget élvezo épületek megtartása mellett új ingatlanfejlesztésekkel bovül a terület, mellyel a negyed történelmi hagyományai és új funkciói együtt üde színfoltot képviselnek a pesti oldalon.Fobb paraméterek:- 10. emeletes épület 1. emeletén- nappali+ 2 tágas hálószoba- 2 fürdoszoba- DNY-i tájolás- 81 m2 +  51 m2 tágas sarokterasz - napfényes lakás a nagy ablakfelületek miatt- az ár tartalmazza a magas minoségu gépesített konyhabútort és klímaberendezést- videó kaputelefon- elegáns portaszolgálat- teremgarázs beálló vásárolható- bérbeadásmenedzsmentAz épületek alján lévo üzlethelyiségek fokozzák a komfortérzetet, SPAR, Rossmann, kávézó, szépségszalon, játszótér, magánbölcsode stb. mind megtalálható a közelben. De pár perc sétával elérheto a Lurdy bevásárlóközpont, ahol mozi, fitnessterem, további üzletek is megtalálhatóak.A lakás azonnal birtokbaveheto. A befektetési célból vásárlókat is várjuk, a lakópark közkedvelt, minden lakás azonnal bérbeadható a piaci árnál magasabb bérleti díjon. Várom hívását.","új építésu","2020","duplakomfortos","nincs megadva","1","10","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","igen","külön és egyben is","délnyugat","kertre néz","51.5 m²","nem","teremgarázs hely - megvásárolható","nem tetotéri",NA,"4 500 000 Ft"
"392","XI. kerület, Hosszúrét","167 millió Ft","127 m²","5","FANTASZTIKUS LOKÁCIÓ, NYUGODT KÖRNYEZET, PANORÁMA, SAJÁT KERT ÉS AUTÓBEÁLLÓ!Egy ÚJ ÉPÍTÉSU projekt keretében épülo 3 lakásos társasházban kínálunk megvételre PRÉMIUM minoségu lakásokat a XI. kerületben, csendes, zöld környezetben! Az alábbi – felso szinten található – lakás alapterülete 127 négyzetméter; nappali + 4 szobával rendelkezik, tágas terek, nagy üvegfelületek és világos szobák jellemzik.A nappaliból közvetlenül az 5 négyzetméteres erkélyre nyílnak ajtók, ahonnan csodálatos panoráma tárul elénk. Az ingatlanhoz tartozik egy 150 négyzetméteres – kizárólagosan - saját használatú zöld kertrész is.A hirdetési ár TARTALMAZZA az alábbiakat is: -2 AUTÓBEÁLLÓ-1 TÁROLÓ (13.98 négyzetméter)-SAJÁT KERTRÉSZ, amely 150 négyzetméter és kerítéssel szeparált.További Extrák:-Smart-home rendszer-Házközponti DAIKIN hoszivattyú rendszer - lakásonként homennyiség mérovel -.-Kamerás kaputelefon-Távirányítós kapu-Magas minoségu kivitelezés -Örök panorámaIgazi ritkaság a piacon! Ne maradjon le róla!A projekt befejezési ideje, kulcsrakész lakások átadása várhatóan: 2022. május hónap.Személyes prezentáció keretein belül további infók elérhetoek.Keressen bizalommal!","új építésu","2022","duplakomfortos","AA++","2","3","nincs","3 m-nél alacsonyabb","hoszivattyú, padlófutés","van","30 E Ft/hó","nincs megadva","külön és egyben is","délnyugat","panorámás","5 m²","nem","udvari beálló - benne van az árban","legfelso emelet, nem tetotéri",NA,NA
"393","XI. kerület, Hosszúrét","163 millió Ft","124 m²","5","FANTASZTIKUS LOKÁCIÓ, NYUGODT KÖRNYEZET, PANORÁMA, SAJÁT KERT ÉS AUTÓBEÁLLÓ!Egy ÚJ ÉPÍTÉSU projekt keretében épülo 3 lakásos társasházban kínálunk megvételre PRÉMIUM minoségu lakásokat a XI. kerületben, csendes, zöld környezetben! Az alábbi – középso szinten található - lakás alapterülete 124 négyzetméter; nappali + 4 szobával rendelkezik, tágas terek, nagy üvegfelületek és világos szobák jellemzik.A nappaliból közvetlenül az 5 négyzetméteres erkélyre nyílnak ajtók, ahonnan csodálatos panoráma tárul elénk. Az ingatlanhoz tartozik egy 150 négyzetméteres saját - kizárólagos - használatú zöld kertrész is.A hirdetési ár TARTALMAZZA az alábbiakat is: -2 AUTÓBEÁLLÓ-1 TÁROLÓ (13,74 négyzetméter)-SAJÁT KERTRÉSZ, amely 150 négyzetméter és kerítéssel szeparált.További Extrák:-Smart-home rendszer-Házközponti DAIKIN hoszivattyú rendszer - lakásonként homennyiség mérovel -.-Kamerás kaputelefon-Távirányítós kapu-Magas minoségu kivitelezés -Örök panorámaIgazi ritkaság a piacon! Ne maradjon le róla!A projekt befejezési ideje, kulcsrakész lakások átadása várhatóan: 2022. május hónap.Személyes prezentáció keretein belül további infók elérhetoek.Keressen bizalommal!","új építésu","2022","összkomfortos","AA++","1","3","van","3 m-nél alacsonyabb","hoszivattyú, padlófutés","van","28 E Ft/hó","nincs megadva","külön helyiségben","délnyugat","panorámás","5 m²","nem","udvari beálló - benne van az árban","nem tetotéri",NA,NA
"394","XI. kerület, Hosszúrét","122 millió Ft","92 m²","4","FANTASZTIKUS LOKÁCIÓ, NYUGODT KÖRNYEZET, PANORÁMA, SAJÁT KERT ÉS AUTÓBEÁLLÓ!Egy ÚJ ÉPÍTÉSU projekt keretében épülo 3 lakásos társasházban kínálunk megvételre PRÉMIUM minoségu lakásokat a XI. kerületben, csendes, zöld környezetben! Az alábbi – alsó szinten található - ingatlan KERTKAPCSOLATTAL rendelkezik; a 18 négyzetméteres teraszról egybol a 150 négyzetméteres saját zöld kertbe léphetünk, ahonnan - a telek lejtésének köszönhetoen - gyönyöru panoráma tárul elénk.A lakás alapterülete 92 négyzetméter; nappali + 3 szobával rendelkezik, tágas terek, nagy üvegfelületek és világos szobák jellemzik.A nappaliból közvetlenül a 18 négyzetméteres teraszra nyílnak ajtók. A hirdetési ár TARTALMAZZA az alábbiakat is: -1 AUTÓBEÁLLÓ-1 TÁROLÓ (7.51 négyzetméter)-SAJÁT KERTRÉSZ, amely 150 négyzetméter és kerítéssel szeparált.További Extrák:-Smart-home rendszer-Házközponti DAIKIN hoszivattyú rendszer - lakásonként homennyiség mérovel -.-Kamerás kaputelefon-Távirányítós kapu-Magas minoségu kivitelezés -Örök panorámaIgazi ritkaság a piacon! Ne maradjon le róla!A projekt befejezési ideje, kulcsrakész lakások átadása várhatóan: 2022. május hónap.Személyes prezentáció keretein belül további információk elérhetoek.Keressen bizalommal!","új építésu","2022","összkomfortos","AA++","földszint","3","nincs","3 m-nél alacsonyabb","hoszivattyú, padlófutés","van","25 E Ft/hó","nem","külön helyiségben","délnyugat","panorámás","18 m²","igen","udvari beálló - benne van az árban","nem tetotéri",NA,NA
"395","XIII. kerület, Angyalföld","50,58 millió Ft","52 m²","2","Exkluzív projekt a 13. kerületben! A társasház Angyalföldön valósul meg a Béke tértol nem messze, a Rákos-patak környékén. Összesen 71 lakást kínáltunk értékesítésre, mely két épületbol tevodik össze. Az egyikben 35, a másikban 36 lakás kapott helyet. Mindegyik lakáshoz tartozik erkély, így onnan élvezheti a napsütést és a csodás kertre nézo kilátást. Az épületek 5 emeletesek, melynek földszintjén helyezkednek el a parkolók a -1 szinten a tárolók. Fobb ismérvei a projektnek: Exkluzív tervezésu 1.800 m2-es parkosított belso díszkert. A kertben kialakításra kerül játszótér, valamint halastó teknosökkel, az árnyékos területeken fapadokkal és gyönyöru virágágyásokkal a lombhullató és örökzöld fák között. Könnyu kijutás a parkokba, a zöld és fasorokkal szegélyezett sétányokra, illetve a közlekedési csatlakozásokhoz. Minden lakáshoz elegáns, porfestett acél franciaerkély és terasz. Gyorsliftek minden emeletre, még a parkoló és tárolók szintjére is eljuttat. Kiváló hang- és hoszigetelo betonváz szerkezet hangszigetelo födémlemezzel és válaszfalakkal. Térfigyelo kamerarendszer a lakópark területén és parkoló-, tároló szinteken. Biztonsági kaputelefon a bejárati ajtónál. A lakások 70%-a déli tájolású és a kertre néz. A projekt átadása 2021 szeptember vége! Érdeklodés esetén hívjon!Referencia szám: M187873","új építésu","2021","összkomfortos","nincs megadva","3","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","6 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"396","XIII. kerület, Angyalföld","69,89 millió Ft","76 m²","3","Exkluzív projekt a 13. kerületben! A társasház Angyalföldön valósul meg a Béke tértol nem messze, a Rákos-patak környékén. Összesen 71 lakást kínáltunk értékesítésre, mely két épületbol tevodik össze. Az egyikben 35, a másikban 36 lakás kapott helyet. Mindegyik lakáshoz tartozik erkély, így onnan élvezheti a napsütést és a csodás kertre nézo kilátást. Az épületek 5 emeletesek, melynek földszintjén helyezkednek el a parkolók a -1 szinten a tárolók. Fobb ismérvei a projektnek: Exkluzív tervezésu 1.800 m2-es parkosított belso díszkert. A kertben kialakításra kerül játszótér, valamint halastó teknosökkel, az árnyékos területeken fapadokkal és gyönyöru virágágyásokkal a lombhullató és örökzöld fák között. Könnyu kijutás a parkokba, a zöld és fasorokkal szegélyezett sétányokra, illetve a közlekedési csatlakozásokhoz. Minden lakáshoz elegáns, porfestett acél franciaerkély és terasz. Gyorsliftek minden emeletre, még a parkoló és tárolók szintjére is eljuttat. Kiváló hang- és hoszigetelo betonváz szerkezet hangszigetelo födémlemezzel és válaszfalakkal. Térfigyelo kamerarendszer a lakópark területén és parkoló-, tároló szinteken. Biztonsági kaputelefon a bejárati ajtónál. A lakások 70%-a déli tájolású és a kertre néz. A projekt átadása 2021 szeptember vége! Érdeklodés esetén hívjon!Referencia szám: M119410","új építésu","2021","összkomfortos","nincs megadva","1","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","2 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"397","XIX. kerület, Kispest-Óváros","47,96 millió Ft","59 m²","2","Corvin Home KispestBudapest 19. kerületében új építésu, minoségi, korszeru lakások épülo társasházban 2022 évi  átadással leköthetok!Az ingatlanról: A beruházó sokadik, sikeres, minoségi lakópark/társasház projektje. Az épülo társasház öt szintes, liftes, a legfelso szint tetotér beépítésu, az emeleti szinteken, illetve a tetotérben összesen 28 lakás kap helyet. A földszinten 28 parkolóhely található. Emellett a lakások számára kialakított tárolóhelyek, kiszolgáló helyiségek, valamint egy az utcáról közvetlenül megközelítheto önálló rendeltetési egység helyiségei találhatóak. A lakások többsége erkélyes vagy francia erkélyes, az épület akadálymentes kialakítású. A lakások önálló saját cirkó futéssel rendelkeznek. Burkolatok meghatározott költségkereten belül választhatók.Elhelyezkedés, lokáció:Az ingatlan Kispesten a Wekerle mellett, részben családi házak által határolt területen található, kifejezetten jó tömegközlekedési lehetoséggel. A Metró, Shopmark, KÖKI könnyen, gyorsan tömegközlekedéssel elérheto.Az 4.25 lakás adatai: méret: 62,91 nmHelyiségek: nappali, háló , fürdo, konyha,  közlekedotájolás : északnyugatemelet: 4. nézet: zöld kertifutés: gázcirkóA társasház lakásai a legkülönbözobb igényeknek is megfelelnek, a nappali + 1 hálószobás lakásoktól a nappali + 3 hálós lakásig, 1 vagy 2 fürdoszobával, erkéllyel, kisebb terasszal mind megtalálhatók a kínálatban. Az árak a lakás méretétol és elhelyezkedésétol függoen változnak a legkisebb lakás 46 nm, a legnagyobb 87 nm, az árak 35,8 Mill FT-tól indulnak, a legdrágább lakás 71,6 Mill Ft. 47960000 FtReferencia szám: P3978-1-01-04-025","új építésu","2021","nincs megadva","nincs megadva","4","nincs megadva","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","kertre néz","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"398","Dunaharaszti, Bezerédi-lakópark","59,5 millió Ft","69 m²","3","Új építésu lakások eladók!Dunaharaszti kedvelt lakóparkjában téglából épült 7 lakásos társasházban kínálunk eladásra 4 db földszinti saját kerttel és autóbeállóval rendelkezo nappali + 2 hálószobás lakásokat.A lakásokhoz külön tároló tartozik ( 3 nm). Minden lakás riasztóval és klímával felszerelt.Földszinti lakások:1.lakás nettó 66,56 nm+22 nm terasz,nappali+2 szoba,114nm telek, ár: 59,5 M Ft2.lakás nettó 66,96 nm+22 nm terasz,nappali+2 szoba,139nm telek, ár: 59,5 M Ft3.lakás nettó 68,62 nm+19 nm terasz,nappali+2 szoba,205nm telek, ár: 59,5 M Ft4.lakás nettó 68,98 nm+20 nm terasz,nappali+2 szoba,121nm telek, ár: 59,5 M FtMuszaki paraméterek:- Porotherm klíma 30 kerámia falazat + 10 cm Grafit 80 szigetelés,- Válaszfalak Porotherm 30-as téglából,- Muanyag 3 légkamrás thermo üvegezés, hovisszavero fóliával,- Futés és melegvíz gáz cirkóról radiátoros holeadással,- Hideg, meleg burkolatok 3.000.-Ft/ nm árig,- Gépkocsi beálló viacolor burkolattal ellátva,A lakások várható átadása: 2021.év vége.Várom szíves megkeresését.","új építésu","2021","összkomfortos","nincs megadva","földszint","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nem","nincs megadva","északnyugat","udvari","19 m²","nem","utca, közterület","nem tetotéri",NA,NA
"399","Dunaharaszti, Bezerédi-lakópark","160,23 ezer €","69 m²","3","Új építésu lakások eladók!Dunaharaszti kedvelt lakóparkjában téglából épült 7 lakásos társasházban kínálunk eladásra 4 db földszinti saját kerttel és autóbeállóval rendelkezo nappali + 2 hálószobás lakásokat.A lakásokhoz külön tároló tartozik ( 3 nm). Minden lakás riasztóval és klímával felszerelt.Földszinti lakások:1.lakás nettó 66,56 nm+22 nm terasz,nappali+2 szoba,114nm telek, ár: 59,5 M Ft2.lakás nettó 66,96 nm+22 nm terasz,nappali+2 szoba,139nm telek, ár: 59,5 M Ft3.lakás nettó 68,62 nm+19 nm terasz,nappali+2 szoba,205nm telek, ár: 59,5 M Ft4.lakás nettó 68,98 nm+20 nm terasz,nappali+2 szoba,121nm telek, ár: 59,5 M FtMuszaki paraméterek:- Porotherm klíma 30 kerámia falazat + 10 cm Grafit 80 szigetelés,- Válaszfalak Porotherm 30-as téglából,- Muanyag 3 légkamrás thermo üvegezés, hovisszavero fóliával,- Futés és melegvíz gáz cirkóról radiátoros holeadással,- Hideg, meleg burkolatok 3.000.-Ft/ nm árig,- Gépkocsi beálló viacolor burkolattal ellátva,A lakások várható átadása: 2021.év vége.Várom szíves megkeresését.","új építésu","2021","összkomfortos","nincs megadva","földszint","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nem","nincs megadva","északnyugat","udvari","19 m²","nem","utca, közterület","nem tetotéri",NA,NA
