"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Panelprogram","Parkolás","Parkolóhely ára"
"201","XI. kerület, Madárhegy","158,9 millió Ft","117 m²","5","ÚJBUDA WEST Penthouse PH3Kiváló helyen, Sasad/Madárhegy közelében újépítésu , legfelso szinten található 151 nm -es ( netto 117 nm ) N+3 vagy 4 szobás nagy teraszos lakás 137 nm-es panoráma terasszal 158,9 M Ft-ért eladó.A gyönyöru kilátással rendelkezo exklúzív lakás liftes társasházban található, amely a tömegközlekedéstol pár lépésnyire van.Az épület modern, divatos külsot kapott. A lakás DK-DNY-i tájolású. A nappalin kívül 3 vagy igény szerint 4 szoba, egy kádas és egy zuhanyzós fürdoszoba továbbá külön wc és tároló helyiség is található az ingatlanban. A lakás Nyi-i oldala egy hatalmas terasz.Tágas amerikai konyhás nappalija van, mely a tetoterasz felé szép világos, nagy nyílászárókkal akár össze is nyitható.Házközponti futés,egyedi méréssel. Igen kedvezo rezsi.Igény estén garázs és tároló is vásárolható, de nem kötelezo.Igazi kuriózum a lakás, és egyben a legjobb a legjobb választás, mert azonnal kiadható . (kiváló elhelyezkedés, lift, keresett környék ).Az ingatlan 2021  augusztusában költözheto.Várjuk jelentkezését A KÖRNYÉK LEGNAGYOBB ÚJÉPÍTÉSU KÍNÁLATÁVAL!","nincs megadva","2020","összkomfortos","nincs megadva","5","6","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nem","nincs megadva","délnyugat","panorámás","137 m²","nem","penthouse",NA,"teremgarázs hely",NA
"202","XI. kerület, Hosszúrét","89,9 millió Ft","83 m²","3","ÚJSZERU  83 nm (NETTÓ 75 NM ) n  + 2 szobás LIFTES  lakás 26 nm erkéllyel  89.9  M Ft-ért  eladó.A tágas, napos amerikai konyhás nappali és étkezo egy térben került kialakításra, beépített modern  konyhabútorral (fékezos ajtók és fiókok),és beépített konyhagépekkel (mosogatógép, fozolap, sütotoronyba épített süto, mikró).A két hálószoba faparkettás,radiátoros  a hideg burkolatos helyiségek padlófutésesek.Az ablakos fürdoszobában  kád és  épített zuhanykabin is található .A közös  kert, gyönyöruen parkosított beállt növényzettel, automata öntözorendszerrel is rendelkezik.A társasház minoségi anyagokkal és színvonalas muszaki megoldásokkal került felépítésre. A lakás szintén: borovi fenyo külso és belso nyílászárók, klíma, Sanier Duval cirkó, padlófutés + radiátoros futés, riasztó, beépített redonyök, szúnyoghálók.Lakásba nyíló kódos lift a garázsszintrol.Az ingatlanhoz tároló is vásárolható: +2,5M  Ft.A környéken már építkezés nincs.Várom érdeklodését!","újszeru","2001 és 2010 között","összkomfortos","nincs megadva","1","3","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","igen","egy helyiségben","délnyugat","kertre néz","26 m²","nem","nem tetotéri",NA,"utca, közterület",NA
"203","XI. kerület, Spanyolrét","131,7 millió Ft","131 m²","3","KÉNYELMET ADÓ, IGAZI OTTHON A SASAD RESORT ELSO ÜTEMÉBEN!BUDAPEST XI. kerület, MADÁRHEGY SZOMSZÉDSÁGÁBAN, IGEN KEDVELT LAKÓPARKI KÖRNYEZETBEN, FÖLDSZINTI, N + 3 SZOBÁS  össz. 155 nm-es ( nettó 95 nm )  lakás és 2 x 30 nm terasz) KERTKAPCSOLATOS LAKÁS, 131,7M FT-ÉRT ELADÓ!A lakáshoz 2 db  tároló és 3  db gépkocsi beálló is vásárolható.A lakás eloterébol nyílik a  vendég mosdó , a zuhanyzó és a szauna .A nappali hatalmas, az erdetileg odatervezett  3. szobával jelenleg egybenyitották, de ez a szoba bármikor könnyen visszahelyezheto.A két hálószoba nagyméretu, jól berendezheto, teraszkapcsolatos. A szüloi hálóhoz saját  fürdoszoba tartozik mely  kádas. A lakáson belüli tároló és mosókonyha igazán hasznos helységek.A lakás amerikai konyhás nappalija tágas, szép világos, és szintés terasz kapcsolatos (27 nm )Az ingatlan K-NY-i tájolású.A kellemes hoérzetrol klímaberendezések (2+4 elosztásban) gondoskodnak, a futési idoszakban, házközponti gázkazán biztosítja a meleget és a használati melegvíz is központilag érkezik. A beépített konyhán és egyéb beépített berendezéseken kívül a bútorzat is külön megegyezéssel a lakásban maradhat. A lakás és az épület a folyamatos karbantartásnak köszönhetoen szinte új, kifogástalan  állapotú.Nyílászárói magas minoségu faszerkezettel és jó energetikájú thermo üvegezéssel készültek. Redony és szúnyogháló a szükséges felületeken. A nappali-étkezohöz kapcsolódó fedett terasz az év legnagyobb részében jól kihasználható és pompás helyéül szolgál családi összejöveteleknek.A nappalihoz és a hálókhoz is kapcsolódó kertkapcsolatos teraszok mellett extraként egy tágas finn szauna (infra is beépítve) fokozza a kikapcsolódást.  A Sasad Resort lakópark a kezdetektol fogva népszeru és keresett lakóingatlan lett. Mára már a társasházi épületek parkosított kertje is zöldelloen pompázik és a hazaérkezés megnyugtató hangulatát adja.A csendes és nyugodt környezetu, liftes társasház rendezett lépcsoházán keresztül, akadálymentesen jutunk a lakás bejáratához. Az ingatlanba lépve, az átgondolt tervezésnek köszönhetoen, minden kényelmet megkapunk.  A nappalihoz és a hálókhoz is kapcsolódó kertkapcsolatos teraszok mellett extraként egy tágas finn szauna (infra is beépítve) fokozza a kikapcsolódást. A központi elhelyezkedésénél fogva, minden korosztálynak rendkívül jó választás. A lépcsomentes kialakítás miatt a kisgyermekes családoknak, vagy idosebb, nyugdíjas korú házaspároknak kiemelten ajánlott. Gyalogosan is könnyedén elérheto minden oktatási, szociális, kulturális és kikapcsolódást nyújtó intézmény és létesítmény. A fováros metróhálózata tömegközlekedéssel, mindössze 10 percre van, amivel pillanatok alatt eljuthat Budapest minden pontjára. Gépkocsival a bevásárló központok minden irányban néhány perc alatt elérhetok. A természetet és túrázást kedvelok pedig gyalogosan, 15 perc alatt a vadregényes hegyekben találják magukat. A csendes és nyugalmas környezet, az intim kialakítású belso kertrész is kiváló feltöltodést ad. A teraszon, sütögetés, borozgatás mellett a vendégek is igazán jól érezhetik magukat.A képen látható teraszok a nyár folyamán teljes felújításon estek át, így az lakás minden pontja kifogástalan állapotú.  Minimum 1 tároló ( 300 e. Ft/nm ) és 1 parkoló (5 M Ft/db ) a lakáshoz pluszban számolandó. Így a vétel ár 6 nm tárolóval és 1 gk. parkolóval 131,7 M Ft! Az ingatlan jelenleg N + 2 szobás kialakítású. A harmadik szoba gondmentesen vissza alakítható.Amennyiben felkeltette érdeklodését, készséggel várom hívását.Ingyenes, teljes köru hitel ügyintézéssel állunk rendelkezésre magas szolgáltatási színvonalon.További új építésu és használt ingatlanok széles választéka adatbázisunkban elérheto.","újszeru","2001 és 2010 között","duplakomfortos","nincs megadva","földszint","4","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","igen","külön és egyben is","dél","kertre néz","54 m²","igen","nem tetotéri",NA,"teremgarázs hely",NA
"204","VIII. kerület, Józsefváros - Corvinnegyed","25,7 millió Ft","43 m²","1","VIII. kerületben Pázmány Péter Egyetem közelében eladó egy 43nm-es második emeleti részben galériázott világos lakás.Referencia szám: LK527173","közepes állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"205","XIII. kerület, Angyalföld - Loportárdulo","51,5 millió Ft","56 m²","2","ÚJ ÉPÍTÉSU LAKÁS A XIII. KERÜLETBEN 2022 MÁJUSI ÁTADÁSSAL !Ha fontos Önnek a kiváló elhelyezkedés, a környezettudatosság, az olcsó fenntarthatóság, valamint hogy az új építésu ingatlan piacon 1MFt/m2 ár alatt jusson ingatlanhoz, akkor hívjon! 2022 májusi muszaki átadással várja Önt a XIII. kerület frekventált részén épülo új lakása, mely megbízható, hosszú ideje a piacon lévo beruházó által fejlesztett projekt keretein belül épül meg.A környezet- és pénztárcakímélo megoldásokkal (geotermikus hutés-futés, ami akár telefonról is vezérelheto) épülo társasház a kor igényeinek maximálisan megfelel.A társasház elhelyezkedésének köszönhetoen a közelben található több bevásárlóközpont, parkok, piac, a tömegközlekedés kiváló a környéken, a belváros a Margit-sziget is pár perc alatt elérheto.Elso lakásnak, pároknak, családoknak, befektetésnek is kiváló választás!Bovebb információkért kérem, keressen bizalommal a hét bármely napján!","újszeru","2022","duplakomfortos","nincs megadva","2","7","nincs megadva","nincs megadva","megújuló energia","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","7 m²","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"206","XX. kerület, Erzsébetfalva","28,9 millió Ft","34 m²","1","PESTERZSÉBET VÁROSKÖZPONTBAN ELADÓ EGY 34 NM-ES LAKÁS 2003-BAN ÉPÜLT LIFTES TÁRSASHÁZ 3.EMELETÉN!Az ingatlanba egy beépített bútorral rendelkezo eloszobába lépünk eloször, velünk szemben lesz a kádas fürdoszoba, az eloszoba végén pedig a 20 nm-es klímával felszerelt szoba, mely egy légtérben van a 6 nm-es teljes köruen gépesített konyhávalA vételár részét képezi az eloszobában, illetve a szobában található nagy méretu beépített szekrények, illetve a gépesített konyhabútor (huto+fagyasztó, fozolap, süto, mosogatógép, elszívó)A lépcsoház tiszta, rendezett, kulturált a lakóközösség, parkolni a ház elott kialakított parkolóban ingyenesen lehet.A környék ellátottsága nagyon jó, minden megtalálható amire a mindannapokban szüksége lehet (iskola, óvóda, játszótér, számos bevásárlási lehetoség, bankok, számos más szolgáltató).Közlekedése kiváló, számos buszjárat, villamos megtalálható a közelbenMegtekintési szándékával, illetve felmerülo kérdéseivel keressen bizalommal.Ha csak egy pici hiányzik a vételárhoz, vagy segítségre lenne szüksége a pénzügyekben, Hitelcentrumunk teljes köru, DÍJMENTES ügyintézéssel áll az Önök szolgálatára.Amennyiben jelenlegi ingatlana értékesítésében is segítségére lehetek, kérem forduljon hozzám bizalommal!Referencia szám: LK044694","felújított","2001 és 2010 között","nincs megadva","nincs megadva","3","nincs megadva","van","nincs megadva","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"207","X. kerület, Ligettelek","76 millió Ft","109 m²","4","A X. kerület Budapest egyik sokat látott történelmi kerülete.Az itt élok rengeteg történetet és sok különbözo kort éltek meg.Ennek ellenére sok értéket hagytak maguk után.Az egyik ilyen ez a 109 m2  lakás, amely a mai kor igényeinek megfeleloen lett kialakítva.Az ingatlanban csak prémium anyagokat és különleges mészköveket használtak fel, még különlegesebbé téve ezt a csodás hatalmas lakást.Stílusa a modern klasszikus ötvözte.Szobái és rejtett terei magával ragadják a benne éloket. A 22 nm garázsban akár elektromos autó is töltheto.EZ AZ INGATLAN KOBÁNYA EGYIK KIS ÉKKÖVE, AMELY VÁRJA, HOGY FELFEDEZZE ÚJ TULAJDONOSA.Referencia szám: LK098877","felújított","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"208","III. kerület, Ágoston utca","38,9 millió Ft","66 m²","1","Óbudán az Ágoston utcában 3 szobás, 66 nm, erkélyes világos lakás eladó.Az ingatlan nyugati fekvésu, remek elosztású, jó állapotú, tehermentes.Közlekedése és bevásárlási lehetoségei kiválóak a közelben minden megtalálható (ovi, suli,orvosi rendelo, patika, Spar, mozi,Flórián Központ stb...) Ideális családosoknak, CSOK igényelheto rá! Rugalmas a megtekintése, jöjjön nézze meg és tegyen ajánlatot.","jó állapotú","1950 elott","összkomfortos","nincs megadva","10","4","van","3 m-nél alacsonyabb","távfutés","nincs megadva","30 E Ft/hó","nincs megadva","egy helyiségben","nincs megadva","utcai","4 m²","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA
"209","III. kerület, Kaszásdulo utca","36,9 millió Ft","51 m²","1","Eladó Kaszásdülon egy10 emeletes panelház 7. emeletén 51 m2-es, 2 szobás, ablakos konyhás, jó állapotban lévo tehermentes lakás.Közlekedés és bevásárlási lehetoségei kiválóak a közelben minden megtalálható (ovi, suli,orvosi rendelo, patika, Spar, mozi,Flórián Központ stb...) Kiváló lehetoség olyan pároknak akik családjuk bovítésén gondolkoznak!Rugalmas a megtekintése, jöjjön nézze meg és tegyen ajánlatot!","jó állapotú","1950 elott","nincs megadva","nincs megadva","7","10","nincs megadva","3 m-nél alacsonyabb","távfutés","nincs megadva","25 E Ft/hó","nincs megadva","egy helyiségben","nincs megadva","utcai","4 m²","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA
"210","VII. kerület, Külso-Erzsébetváros","46,5 millió Ft","80 m²","3","JÓL ALAKÍTHATÓ LAKÁS KÜLSO ERZSÉBETVÁROSBANLAKÁS:- 80 nm, 2 + 1 félszoba, erkély- 1. emeleti utcára nézo, szép világos lakás- gázkonvektor futés, villanybojler meleg víz- egyedi méroórák- tartozik hozzá egy önálló tároló a szuterénbenHÁZ:- 3 emeletes tégla ház- függofolyosós lépcsoház- közös költség 16 000 Ft.LOKÁCIÓ:-  7. kerület Rottenbiller utcájában található- Központi elhelyezkedés - nagyon jó közlekedés- Közel a Keleti Pályaudvar , M2, M4 metró, számtalan busz, troli- A parkolás a kerületbe bejelentkezés után éves 2200 ForintA lakás tehermentes,1/1 tulajdonban. AZONNAL KÖLTÖZHETO!Referencia szám: H421420","felújítandó","1950 és 1980 között","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","3 m²","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"211","VII. kerület, Külso-Erzsébetváros","44,9 millió Ft","89 m²","3","Tágas, világos lakás egyetemek közelébenLOKÁCIÓ- kiváló lokáció, a 7. kerületben, két percre az Állatorvosi Egyetemtol, rövid sétára az ELTE Pedagógiai és Pszichológiai Karától és a Városligettol;- a környéken a Keleti pályaudvar, iskola, Madách Színház, Aréna Mall bevásárlóközpont, üzletek, sportolási lehetoség, játszótér, szakorvosi rendelointézet, gyógyszertár található, szóval minden, amire csak szükség lehet;- a közlekedés kituno, M2, M4 metró, 4-es, 6-os, 24-es villamos, 5-ös, 7-es, 7E, 8E, 108E, 110-es, 112-es, 133E, 178-as buszok, 73M, 76-os, 79M, 80-as, 80A trolibuszok megállói a közelben.A HÁZ- 1910- ben épült, karban tartott;- 2020-ban a közös költségbol felújították a közlekedot és kicseréltették a postaládákat;- a közlekedoben a nap 24 órájában üzemelo kamera szolgálja a lakosok biztonságát;  - a folyosó nemrég kapott új burkolatot;- további felújításokat terveznek,- kulturált lakóközösség.A LAKÁS- második emeleti lakás;- kelet-nyugati tájolásának, szép, nagy ablakainak köszönhetoen egész nap fényben fürdik;- tágas, élheto terek jellemzik;  - amerikai konyhás nappali, jó állapotú járólappal, - minden szoba külön nyílik;- két szoba utcára nézo, külön bejáratúak, de tetszés szerint összenyithatóak, itt megtörtént az   ablakok cseréje; - a fél szoba, az amerikai konyha, a gardrób nagy ablakai az udvar felé néznek, csendesek;- a gardrób laminált parkettás;  - járólapos, nagy fürdoszoba WC-vel;- kamra;- a nagy belmagasság lehetové teszi a galériázást;- futése gáz cirkó;- egyedi vízórával rendelkezik.Közös költség: 21.000 Ft.Birtokba veheto vásárlás után!Új lakója könnyedén saját igényei szerint átformálhatja, alakíthatja a nappali, fél szoba, gardrób tereit. Némi felújítással gyönyöru, elegáns otthon varázsolható belole! AJÁNLOTT HASZNOSÍTÁSI CÉLOK:-ideális egy három-négy fos családnak;-hosszú távú bérbeadásra az egyetemek közelsége miatt.Ha szeretné megtekinteni vagy bármilyen kérdése van, hívjon bizalommal!Referencia szám: H427586","közepes állapotú","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"212","XIX. kerület, Kispest-Óváros","16,9 millió Ft","32 m²","1","Kis garzon kiváló környékenÁrcsökkenés!!!XIX. kerületben a Petofi utcában, csendes környéken kínálunk megvásárlásra egy felújítandó garzonlakást. Eloszoba, fürdoszoba, konyha, kamra, szoba helyiségekbol áll. Tartozik hozzá egy saját, lekerítheto kertrész a lakás bejáratával szemközt, illetve egy 10 nm-es pince, és ketto, egyenként 5 nm körüli földszinti saját tároló helyiség. Az ingatlan üres, tehermentes, rövid idon belül birtokba veheto.","közepes állapotú","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"213","IV. kerület, Tóth Aladár utca","55 millió Ft","74 m²","2 + 1 fél","Ingatlan állapota: FelújítandóKomfort:                ÖsszkomfortEnergia tanúsítvány: EEEmelet:                   FöldszintÉpület szintjei:      3 EmeletLift:                         NincsBelmagasság:       265 cmFutés:                     TávfutésLégkondicionáló:  NincsRezsiköltség: Közösköltség, hiteles vízórával 9.620.- Ft/hóAkadálymentesített: NemFürdo és WC:        IgenWC:                         IgenTájolás:                  Kelet/NyugatiKilátás:                   ZöldövezetiErkély méretek:     NincsKertkapcsolatos:  IgenTetotér:                  NincsPanelprogram:      NemParkolás:                KitunoEladó Budapest, IV.ker. Káposztásmegyer 1-en: 1988-ban épült 3 szintes panelház, földszinti, 2elokertes 74m2-es lakása. A lakás kelet/nyugati fekvésu, felújítandó, két és félszoba, konyha, étkezo, WC, fürdoszoba+WC, gardróbból áll. A lépcsoházban tároló helység is tartozik a lakáshoz. A lépcsoház 2018-ban volt felújítva. Lépcsoháztakarítás megoldott. Kituno parkolási lehetoség.Ft 55.-millió/743.244ezer ft/m2.Ingatlanosok kíméljenek.","felújítandó","1981 és 2000 között","összkomfortos","ee","földszint","3","nincs","3 m-nél alacsonyabb","távfutés, házközponti","nincs","nincs megadva","nem","külön és egyben is","délkelet","kertre néz","nincs megadva","igen","nem tetotéri","nem vett részt","utca, közterület - ingyenes",NA
"214","VIII. kerület, Népszínház utca 19.","61 millió Ft","94 m²","3","<U+2757>Belváros szívében a Blahánál, IV. emeleti, 94 nm-es, lakás eladó<U+2757>2 lakássá alakítható, felso emeleti, csendes, napsütötte, városi panorámával, kedvezo áron eladó.A belváros egyik legfrekventáltabb helyén, központban, a rohamosan fejlodo Blaha Lujza tértol gyalogosan két percre, a Népszínház utca elején, körúthoz közel, eladó egy frissen szigetelt, jó állapotú, tégla építésu házban, egy 4. emeleti, liftes, nagypolgári, egyedi gázfutéses lakás.A 94 nm-es, 3 külön nyíló szobás, hallos, nagy konyhás, fürdoszobás, szeparált mellékhelyiséggel, spejzzel rendelkezo lakásnak, jelenleg is rendkívül jó beosztása van, minden helyiségen ablakokkal, de adottságának, és két bejáratának köszönhetoen, akár két lakás kialakítása is egyszeruen kivitelezheto, igény szerinti felújítással.Az extra világos, napfényben úszó, csendes lakás két nagyszobája a városra panorámás.Irodának, rendelonek, befektetésnek kiváló lehetoség, nagycsaládosoknak szintén jó választás.Tulajdonostól, tehermentesen, rugalmas költözéssel, 61 millió forintért eladó, esetleg értékegyeztetéssel kisebbre cserélheto<U+2757>Hosszú távú bérbeadás is szóba jöhet, havi 180.000 forintért<U+2757>INGATLANOSOK SEGÍTSÉGÉT KÖSZÖNÖM NEM KÉREM<U+2757>","közepes állapotú","1950 elott","összkomfortos","nincs megadva","4","5","van","3 m-nél magasabb","gáz (konvektor), cserépkályha","nincs megadva","30 E Ft/hó","nem","külön helyiségben","délnyugat","utcai","nincs megadva","nincs megadva","legfelso emelet, nem tetotéri",NA,"utca, közterület",NA
"215","XII. kerület, Orbánhegy","52 millió Ft","54 m²","2","Eladó a 12. kerületben egy 52 nm-es, erkélyes lakást.A lakás 2 szobás. Igény esetén felújítandó. Tartozik hozzá egy önálló tároló. Tökéletes választás fiatal pároknak, vagy akár befektetésnek is.Amennyiben felkeltettem érdeklodését, hívjon bizalommal!","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","nincs megadva","9 m²","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"216","VII. kerület, Rottenbiller utca","56,5 millió Ft","110 m²","4","Megvételre kínálok a Rottenbiller utcában, egy 110 m2-es, jó állapotú, utcai nézetu, 4 szobás lakást.A 3. emeleti ingatlan 3 szobája néz az utcára, ennek köszönhetoen nagyon világos és hangulatos.Irányár: 56,5 M Ft !!Ha felkeltette érdeklodését, megtekintésért és további információért hívjon bizalommal!","felújított","nincs megadva","duplakomfortos","nincs megadva","3","3","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"217","VII. kerület, Rákóczi út","45,9 millió Ft","63 m²","2","Rákóczi úton eladó egy 2 szobás 63 nm-es világos lakás! Az épület folyamatos felújításokon esik át, szép állapotban van. A lakóközösség csendes, barátságos. A lakóközösség anyagi háttere rendezett, nincsenek tartozások. A lakás a folyosó végén található, így nincs elotte átjárás. A lakás 2 szobás, közepes állapotú. Déli tájolásának köszönhetoen rendkívül világos. A futést gázkonvektor biztosítja. A belmagasság: 3.95m. Alacsony fenntartási költségének köszönhetoen bármely korosztály számára ideális választás. 1/1 tulajdonú, tehermentes, azonnal birtokba veheto.A környék infrastruktúrája kiváló, a közelben számos bolt található ami a mindennapi szükségleteket maximálisan kielégítí, valamint számos kikapcsolódási lehetoség is található a közelben. Közlekedés szempontjából is kielégíto, számos buszjárat áll rendelkezésre mellyel szinte bárhova eljutunk. A Blaha Lujza tér 3, az Astoria 5p sétára található.","közepes állapotú","1950 és 1980 között","összkomfortos","nincs megadva","2","5","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","dél","utcai","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"218","VI. kerület, Andrássy út","45,9 millió Ft","53 m²","1 + 1 fél","VI. kerületben, Belso- Terézvárosban, az Andrássy úton, impozáns házban eladó egy belso kétszintes (duplex), jó állapotú lakás, amely az alsó szinten lévo kis szobából, konyhából, fürdoszobából és a felso szinten egylégteru nagy szobából áll. Az ingatlan egy gyönyöru polgári ház földszintjén helyezkedik el. Tehermentes! Irodának, rendelonek is alkalmas lehet.","jó állapotú","nincs megadva","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"219","XIX. kerület, Kispest","38,9 millió Ft","45 m²","2","ENERGIATAKARÉKOSSÁG!!!!!HOSZIVATTYÚS HUTÉS-FUTÉS!!!!!!MINIMÁL STÍLUS, LETISZTULTSÁG, ELEGANCIA!!!!OKOS OTTHON!!!!!BEFEKTETÉSNEK IS KIVÁLÓ LEHETOSÉG!!!!!!KÖZPONT KÖZELI !!!!!MAGAS MUSZAKI TARTALOM!!!!!MINDEN LAKÁSHOZ AJÁNDÉK 300.000 FT értéku IKEA VÁSÁRLÁSI UTALVÁNY!!!!!!Kispest abszolút központi részén, a KÖKI  közelében, 2022. Nyári átadású, 11 Lakásos ÚJ ÉPÍTÉSU , LIFTES társasházban 37 m2- 70 m2 alapterületu  lakások közül lehet vásárolni!JELLEMZOI: Új építésu, Liftes társasház, Energiatakarékosság,  Hoszivattyú, Mennyezeti  Hutés-Futés, Napelem,  Prémium nyílászárók, Elektromos Zsalúzia árnyékolás technika,  Inteligens otthont vezérlo autimatizáció, Telefonos applikációról, távolról is elérheto elektronikai egységek,  Belso udvar,  Penthouse lakások, Hatalmas tetoteraszMegfontolt elosztásának köszönhetoen rendkívül jól élhetoek A LAKÁSOK!I.EMELET:-1-es: 45 m2 es   nappali + 1 szobás lakás + terasz :  38,9 millió Ft-2-es: 61 m2-es  nappali + 2 szobás lakás + terasz: 50,9 millió Ft-3-as: 59 m2-es, nappali + 2 szobás lakás + terasz:  49,9 millió F-4-es: 48 m2-es, nappali + 1 szobás lakás + terasz: 41,9 millió FtII. EMELET:-1-es: 45 m2-es, nappali + 1 szobás lakás + terasz: 38,9 millió Ft-2-es : 59 m2-es,nappali + 2 szobás lakás + terasz: 49,9 millió Ft-3-as: 61 m2-es, nappali + 2 szobás lakás + terasz: 50,9 millió Ft-4-es: 48 m2-es nappali + 1 szobás lakás + terasz: 41,9 millió FtIII. EMELET: PENTHOUSE LAKÁSOK-1-es: 37 m2-es, nappali + 1 szobás lakás + 16 m2 terasz: 35,9 millió Ft-2-es: 59 m2-es, nappali + 2 szobás lakás + 10 m2 terasz: 53,5 millió Ft-3-as: 61 m2-es,  nappali + 2 szobás lakás + 26 m2 terasz: 60,9 millió FtA burkolatok természetesen saját ízlés, igény szerint választhatóak, Hideg burkolat 4000 Ft/m2, Meleg burkolat 4000 Ft/m2 árig.FIZETÉSI ÜTEMEZÉS: 30 % ÖNERO SZÜKSÉGES!!!!!ÁTADÁS: 2022. NyárCSOK , ZÖLDHITEL igénybeveheto!!!!!!","nincs megadva","2022","összkomfortos","AA++","1","3","van","3 m-nél alacsonyabb","hoszivattyú, mennyezeti hutés-futés","van","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","3 m²","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"220","VII. kerület, István utca","46,9 millió Ft","76 m²","3","Eladó a Városliget közelében, a Ligetváros részben egy 76 nm-es, 2. emeleti, egész évben napfényes, 3 szobás lakás. Az eredetileg 2 nagy, 25 nm-es szobából az egyik megosztásra került, így jelenleg 1 nappali és 2 hálószoba található a lakásban. Az ingatlannak két bejárata van, ezért akár 2 kisebb lakás kialakítására is alkalmas lehet.A konyha tágas, a fürdoszoba és a wc külön helyezkedik el. A többi helyiséget egy kisebb tároló egészíti még ki. A futés egyedi cirkó kazánnal történik. A lakóközösség jó, fiatal családok is élnek a szomszédságban. A ház rendelkezik megtakarításokkal, történtek felújítások és a tervzetteknek szintén van fedezete.A lakás befektetési célra ugyancsak megfelelo egyetemek, (Állatorvostudományi, Metropolitan) közelsége és a kiváló közlekedés miatt. Eladási ára kedvezo: 46,9 mHUF.","jó állapotú","1950 elott","összkomfortos","nincs megadva","2","3","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs","26 E Ft/hó","nincs megadva","külön helyiségben","délkelet","panorámás","2 m²","nem","nem tetotéri",NA,"utca, közterület",NA
