"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára"
"367","IX. kerület, Gönczy Pál utca 4.","79 millió Ft","100 m²","2 + 1 fél","ELADÓ 100 négyzetméteres felújított jó hangulatú lakás a Vásárcsarnok mellett. Az elso-emeleti lakásba belépve szembe egy hangulatos sarokhelyiség lett kialakítva, hatalmas ablakokkal, jobbra található az amerikai konyhás nappali. A konyha mögött található a fürdoszoba és WC valamint egy mosó helyiség. Szintén a konyhából nyílnak az utcai szobák. jelenleg az utcai szobák egy gipszkarton fallal külön vannak választva, de könnyedén visszaállítható a köztes duplaajtó.A lakás irányára: 79M Forint. Megtekintése telefonon elore egyeztetett idopontban, rugalmasan lehetséges.","felújított","1950 elott","összkomfortos","nincs megadva","1","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","50 E Ft/hó","nincs megadva","külön helyiségben","dél","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"368","V. kerület, Bajcsy-Zsilinszky út","79 millió Ft","68 m²","2","Ékszerdoboz a Bazilika szomszédságában! Eladóvá vált Bajcsy-Zsilinszky úti, mégis rendkívül csendes, gyönyöru belso kertre nézo, második emeleti, kétszobás, teljesen felújított lakásunk. Amerikai konyha, szagelszívóval és beépített téglapulttal, eredeti boltíves téglaboltozattal, olasz hidegburkolattal.Vadonatúj kiépített, padlófutéses fürdoszoba, Ariston cirkóval, zuhanykabinnal, beépített Laufen mosdóval és wc-vel.A nappali és a hálószoba laminált padlóval borított, épített díszkandallóval és autentikus téglafallal.A lakásban teljes víz-,  és villany vezeték kicserélve, vadonatúj fa nyílászárók és riasztó berendezés kiépítve, biztonsági, betörésbiztos DTP ajtó.A lakás berendezése, bútorai megegyezés szerint eladóak.Ingatlanosok kérem kíméljenek!","újszeru","1950 elott","összkomfortos","nincs megadva","2","3","van","3 m-nél magasabb","gáz (cirko)","nincs","29 E Ft/hó","igen","egy helyiségben","nincs megadva","kertre néz","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA
"369","VIII. kerület, Mária utca","79 millió Ft","101 m²","3","Stílusos polgári lakás a Palotanegyedben!A Lorincz Pap tér szomszédságában található az ingatlan, egy hangulatos századfordulón épült társasházban.Az épület belso homlokzata már tatarozásra került, egy elnyert pályázatnak köszönhetoen pedig 1 éven belül a külso is megszépül, ennek fedezete biztosított.A lakás 2. emeleti, utcára illetve belso részre nézo ablakokkal, kelet-dél tájolással aminek köszönhetoen helyiségei világosak.Pár évvel ezelotti felújításakor lett kialakítva mostani beosztása, konyhája modernizálva lett, illetve az egykori cselédszobával egybe nyitották, így most konyha-étkezoje közel 22nm-es , nappalija a lakás központja, 2 nagy szobája pedig az utca irányába néz.Megtalálható az ingatlanban egy igen praktikus kamra is, illetve a fürdo wc külön helyezkedik el.Minden helyisége ablakos.Az eredeti nyílászáróit felújították, akárcsak egyedi stílusú belso ajtóit, eredeti kilincseit.A lakás díszei a kituno állapotban megmaradt cserépkályhák, illetve csillárok is.Tágas és kényelmes helyiségeinek, illetve optimális beosztásának köszönhetoen több személy számára is kényelmes otthont biztosíthat.Nagy elonye, hogy a Palotanegyed központi részén található, csendes békés kis utcában, pár lépésnyire a körúttól, és a 4-es metrótól.Kérdés esetén várom hívását, megtekintése rugalmas.","jó állapotú","1950 elott","nincs megadva","nincs megadva","2","4","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","30 E Ft/hó","nem","külön helyiségben","kelet","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"370","XVI. kerület, Rákosszentmihály","79 millió Ft","115 m²","4","Zugló közeli ""minimál"" stílusú új építésu álomlakások leköthetoek 2019. decemberi átadással!Beruházói áron, négy szobás, kétszintes, nagy teraszos, napfényes lakások megvásárolhatók XVI.ker. Rákosszentmihály kiemelt részén.Az ingatlanok igényes, korszeru, magas muszaki színvonalon és tartalommal kivitelezettek. Alacsony rezsi! Napkollektor! 15cm homlokzat szigetelés! Német minoségu nyílászárók! Referencia van!Bovebb tájékoztatásért, muszaki tervdokumentációért hívjon bizalommal, mindenben segítségére leszek.CSOK igénybe veheto!Hitel ügyintézésben a legjobb ajánlattal segítjük Önt!1.- 2. lakások - fszt.+ em. belso két szintes lakás, nettó115nm, bruttó 135nmGarázsok ára a vételárban.Eladási ár: 79 Millió Ft","nincs megadva",NA,"duplakomfortos","nincs megadva","földszint","3","nincs","nincs megadva","elektromos, egyéb","van","nincs megadva","nem","külön és egyben is","nyugat","kertre néz","40 m²","igen","nincs megadva","önálló garázs",NA
"371","VII. kerület, Erzsébet körút","79 millió Ft","109 m²","3 + 1 fél","Eladó egy felújítás alatt lévo(falakig csupaszított) hatalmas, utcai, délnyugati fekvésu nagypolgári lakás. 109 m2, de hozzá lesz csatolva egy 6 m2-es szomszédos helyiség, így az ablakos lichthof körbejárható lesz.Jelenleg is építés alatt, jelen állapotában, vagy kivitelezve eladó. Az ingatlan egy Erzsébet körúti házban van, de 5 hatalmas délnyugati ablak a Kürt utcára néz.","befejezetlen",NA,"nincs megadva","nincs megadva","1","4","van","3 m-nél magasabb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"372","VI. kerület, Vörösmarty utca","79 millió Ft","85 m²","3","NAGYPOLGÁRI HANGULATÚ LAKÁS, AZ ANDRÁSSY ÚT ÉS A NYUGATI PÁLYAUDVAR KÖZÖTT!KLASSZIKUS STÍLUSÚ OTTHONRA VÁGYIK, ÉS SZERETNE A BELVÁROS SZÍVÉBEN ÉLNI?Nem kell tovább keresnie. Íme egy 85 m2-s, jelenleg két nagyszobás, de akár még alakítható polgári otthon!Az épület 3 emeletes, patinás állapotú, de a közeljövoben tetotér beépítéssel felújítás elé nézo, múltszázadfordulós ház. Lift nincs, de a felújításkor az is beépítésre kerül. Mivel a lakás az elso emeleten helyezkedik el, így akár ügyvédi irodának is tökéletes választás lehet.A szobák ablakai a csendes Vörösmarty utcára tekintenek ki. A lakásba lépve, a tágas étkezo-hallba érkezünk, ami akár egyfajta nappaliként is funkcionálhat. A hall ékszere, a benne található antik cserépkályha, ami akár elektromos kandallóval kombinálva, akár használhatóvá teheto! Innen nyílik az elszeparált konyha, ami szintén rendelkezik bejárattal a függofolyosó felol. A hallból nyílik még a fürdoszoba, a mellékhelyiség és az elso szoba.A lakás 2014-ben lett mind gépészetileg, mind esztétikailag felújítva. Tisztasági festéssel költözheto.Az otthon melegét és a meleg vízellátást cirkó-kazán biztosítja. A közös költség 17.000 Ft/hó, vízóra van.Közlekedése kiváló, mivel az Oktogon és a Nyugati Pályaudvar között helyezkedik el. Innen számtalan tömegközlekedési eszközzel utazhatunk, a szélrózsa minden irányába.Amennyiben felkeltettem érdeklodését, és szeretné megtekinteni az ingatlant, kérem hívjon bizalommal!","felújított","1950 elott","összkomfortos","nincs megadva","1","4","nincs","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","északkelet","utcai","nincs megadva","nincs megadva","nem tetotéri","utca, közterület",NA
"373","V. kerület, Veres Pálné utca","79 millió Ft","64 m²","2","A Veres Pálné utcában ajánlok egy felújított lakást. Hála a két hálószobájának, két fürdojének, igényes duplex lakást tudhat magáénak leendo tulajdonosa. A két fürdoszoba közül az egyikben zuhanyzó van, a másikban pedig egy fürdokád és egy hidromasszázsos zuhany. A modern konyha hutoszekrénnyel, sütovel, gáz fozolappal felszerelt. Az apartman digitális musorszórású TV adást és internet szolgáltatást nyújt Wi-fivel. Az apartman a Váci utcával párhuzamos Veres Pálné utcában található egy gyönyöruen felújított belsoudvaros, késoeklektikus épületben.","felújított","nincs megadva","összkomfortos","nincs megadva","1","nincs megadva","van","nincs megadva","gáz (cirko)","nincs megadva","9,6 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","udvari","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA
"374","XIII. kerület, Angyalföld","79,03 millió Ft","75 m²","4","Budapesti ingatlaniroda eladásra kínálja 2251 referenciaszámú projekt lakásait. Az építkezés a XIII.-dik kerület folyamatosan megújuló kituno közlekedéssel rendelkezo Angyalföldi városrészén zajlik. A lakások folyamatosan lefoglalhatóak. Már csak pár lakás maradt!A lakásokhoz lefoglalhatóak különbözo méretu tárolók és teremgarázs helyek a szabad helyek függvényében. A tárolók ára 859.000Ft-os ártól elérhetoek. A garázsok ára: 3,7 millió Ft-tól választhatóak.VÁRHATÓ MUSZAKI ÁTADÁS: 2021. DECEMBER 31. HASZNÁLATBA VÉTELI ENGEDÉLY: 2022. FEBRUÁR VÉGE4 EM. 06-OS LAKÁS: Kituno elosztású lakás, kelet- nyugati fekvésu, negyedik emeleti, három hálószobával, dupla erkéllyel eladó, utcára nézo kilátással.(Nappali: 20,79nm, Konyha: 6,12nm, Háló: 12,14nm, Háló: 8,20nm, Háló: 9,50nm, Fürdo: 3,95nm, Wc: 1,26nm, Elotér: 9,80nm, Tároló: 1,02nm, Erkélyek: 24,06nm, 5,69nm)ÖSSZES NETTÓ ALAPTERÜLET: 75,44NMEXKLUZÍV TERVEZÉSU 1.800m²-es parkosított belso díszkert játszótérrel és kerti tóval. KOCKÁZATMENTES FIZETÉSI ÜTEMEZÉS, két részletben: 20% szerzodéskötéskor és a fennmaradó 80% a használatbavételi engedély kiadása után fizetendo a projektet finanszírozó bank feléMinden lakáshoz elegáns, por festett acél FRANCIA ERKÉLYES TERASZBIZTONSÁGI KAPUTELEFON ÉS TÉRFIGYELO KAMERARENDSZER a lakópark területén és parkoló-, tárolószintekenGYORSLIFTEK minden emeletre, még a parkoló és tárolók szintjére isLÉGKONDICIONÁLÓ készülékekhez elektromos csatlakozási elokészítésA lakások több mint 70%-a DÉLI TÁJOLÁSÚ kertre nézEXKLUZÍV KÖRNYEZET mindössze 71 lakássalSzupermarket és orvosi rendelo a társasház közvetlen közelébenKiváló hang- és hoszigetelo beton vázszerkezetVastag, biztonságos, tömörfa bejárati ajtók, világítással ellátva. Nagy, minoségi ablakok. Kényelmes, nagyméretu, csempézett belépo zuhanyfülke. Mély fürdokád fényes csempe-peremmel. Modern kerámia padlóburkolat.Az épület elhelyezkedésének egyik fo elonye a kerületben található INTÉZMÉNYEK SOKASÁGA. A közelben számtalan BÖLCSODE, ÓVODA, ISKOLA és EGÉSZSÉGÜGYI INTÉZMÉNY található. A sportoláshoz ideális helyszín az ANGYALFÖLDI SPORTKÖZPONT, a DAGÁLY FÜRDO ÉS A PALATINUS STRAND. A szórakozást keresoknek a közelben SZÁMOS SZÍNHÁZ (József Attila Színház, Vígszínház), GALÉRIA ÉS MOZI kínál kikapcsolódást. A BEVÁSÁRLÁSra pedig a környék szupermarketjei (Lidl, Aldi, Penny Market), a KISBOLTOK, a Váci úti Tesco, a Duna Plaza, a Lehel téri piac és az Újpesti Városközponti üzletei nyújtanak megoldást.A KERTVÁROSI HANGULAT mellett a környék TÖMEGKÖZLEKEDÉSE is KIVÁLÓ. A 14-es villamos Fiastyúk utcai megállója rövid sétányira, míg a 30, 32, 20E, 30A és 230 jelu buszok megállója is pár percnyire található. A lakópark ezen felül AUTÓVAL IS KÖNNYEDÉN MEGKÖZELÍTHETO.AZ ÉPÜLET MEGJELENÉSÉBEN IGAZODIK A FOLYAMATOSAN KIALAKULÓ ÚJ LAKÓKÖRNYEZETHEZ. A homlokzati anyaghasználat a modern, letisztult megoldásokat követi: nagyobb felületek egységes megjelenéssel, kevés különbözo, foként természetes anyagok használatával. A homlokzatokon megjeleno mészko burkolat és a végigfutó színes erkélysávok teszik egyedivé az épület megjelenését.Az alaprajzi változások foként a CSOK keretében való jobb kondíciójú értékesítés lehetoségét célozzák.","új építésu","2021","összkomfortos","nincs megadva","4","5","van","nincs megadva","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utcai","30 m²","nincs megadva","nem tetotéri","teremgarázs hely - megvásárolható",NA
"375","XIII. kerület, Angyalföld","79,03 millió Ft","75 m²","4 + 2 fél","XIII. kerület Angyalföldi részén eladó egy 75,44nm hasznos alapterületu teraszos (29,75nm-es), 4 szobás lakás.Az ingatlan keleti valamint nyugati tájolású ablakai a társasház belso, rendezett kertjére néznek.A konyha ablakos, a tulajdonosok kényelmét szolgálja a 3 háló valamint, egy 24nm-es terasz, ahonnan kora tavasztól késo oszi élvezhetjük a környékre jellemzo csendet.A lakás belso kialakításánál a beruházó az egyedi igényeket maximálisan figyelembe veszi, így mindenki saját ízlésére alakíthatja saját otthonát.A környezet kivételes infrastruktúrája biztosítja a maximális kényelmet vásárlásaihoz, szórakozásához, ügyei intézéséhez egyaránt.Burkolatok választhatóak, gépkocsi beállók és tárolók igény szerint vásárolhatóak. A The Gardens Budapest lakóparkban valóban Angyalföld oázisát tisztelhetjük majd, hiszen 1.800nm-es belso parkkal, benne saját játszóterével és egy tekintélyes méretu kerti tóval egyedülállóan zöld, természetközeli környezetet biztosít majd új lakói számára.Egyes fotók illusztrációk!Projekt bemutatásaA „TheGardens” lakópark a XIII. kerületben, a Rákos patak partján, Angyalföld legszebb részén helyezkedik el.A 3 ütemben épülo társasház elso 2 ütemében 71 lakás épül.A projekt jellemzoi: exkluzív tervezésu 1.800m2-es, parkosított belso díszkert játszótér kerti tóval, modern stílusú homlokzat az elso emeletet körülölelo és az elotérig beáramló mészko burkolattal, belsoépítész által tervezett elotér, kiváló közlekedés és infrastruktúra.A lakások több mint 70%-a zöld kertre néz.A fizetési ütemezés két részletben: 20% szerzodéskötéskor és a fennmaradó 80% százalék a használatba vételi engedély kiadása után fizetendo a projektet finanszírozó bank felé.Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bank független hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen. Munkatársaink nagy szakmai tapasztalattal várják Önt az elore egyeztetett idopontban akár a normál munkaido után is. Amennyiben az ingatlan felkeltette érdeklodését, bovebb információval illetve megtekintéssel kapcsolatban várom megtisztelo hívását, akár hétvégén is.","újszeru","2018","nincs megadva","nincs megadva","4","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","utcai","28 m²","nincs megadva","nem tetotéri","nincs megadva",NA
"376","XIII. kerület, Angyalföld","79,03 millió Ft","75 m²","2 + 2 fél","Exkluzív projekt a 13. kerületben! A társasház Angyalföldön valósul meg a Béke tértol nem messze, a Rákos-patak környékén! Összesen 71 lakást kínáltunk értékesítésre, mely két épületbol tevodik össze. Az egyikben 35, a másikban 36 lakás kapott helyet. Mindegyik lakáshoz tartozik erkély, így onnan élvezheti a napsütést és a csodás kertre nézo kilátást. Az épületek 5 emeletesek, melynek földszintjén helyezkednek el a parkolók a -1 szinten a tárolók. Fobb ismérvei a projektnek: Exkluzív tervezésu 1.800 m2-es parkosított belso díszkert. A kertben kialakításra kerül játszótér, valamint halastó teknosökkel, az árnyékos területeken fapadokkal és gyönyöru virágágyásokkal a lombhullató és örökzöld fák között. Könnyu kijutás a parkokba, a zöld és fasorokkal szegélyezett sétányokra, illetve a közlekedési csatlakozásokhoz. Minden lakáshoz elegáns, porfestett acél franciaerkély és terasz. Gyorsliftek minden emeletre, még a parkoló és tárolók szintjére is eljuttat. Kiváló hang- és hoszigetelo betonváz szerkezet hangszigetelo födémlemezzel és válaszfalakkal. Térfigyelo kamerarendszer a lakópark területén és parkoló-, tároló szinteken. Biztonsági kaputelefon a bejárati ajtónál. A lakások 70%-a déli tájolású és a kertre néz. A projekt átadása 2021 szeptember vége! Érdeklodés esetén hívjon!Referencia szám: M91151","nincs megadva",NA,"összkomfortos","nincs megadva","4","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","kertre néz","30 m²","nincs megadva","nem tetotéri","nincs megadva",NA
"377","XIII. kerület, Angyalföld","79,03 millió Ft","75 m²","2 + 2 fél","Exkluzív projekt a 13. kerületben! A társasház Angyalföldön fog megvalósulni a Béke tértol nem messze, a Rákos-patak környékén. Összesen 71 lakást kínálunk eladásra, mely két épületbol tevodik össze. Az egyikben 35, a másikban 36 lakás kap helyet. Mindegyik lakáshoz tartozik erkély, így onnan élvezheti a napsütést és a csodás kertre nézo kilátást. Az épületek 5 emeletesek lesznek, melynek földszintjén helyezkedik el a parkoló, a pince szinten pedig a tárolók. Fobb ismérvei a projektnek: Exkluzív tervezésu 1.800 m2-es parkosított belso díszkert. A kertben kialakításra kerül játszótér, valamint halastó teknosökkel, az árnyékos területeken fapadokkal és gyönyöru virágágyásokkal a lombhullató és örökzöld fák között. Könnyu kijutás a parkokba, a zöld és fasorokkal szegélyezett sétányokra, illetve a közlekedési csatlakozásokhoz. Minden lakáshoz elegáns, porfestett acél franciaerkély és terasz. Gyorsliftek minden emeletre, még a parkoló és tárolók szintjére is eljuttat. Kiváló hang- és hoszigetelo betonváz szerkezet hangszigetelo födémlemezzel és válaszfalakkal. Térfigyelo kamerarendszer a lakópark területén és parkoló-, tároló szinteken. Biztonsági kaputelefon a bejárati ajtónál. A lakások 70%-a déli tájolású és a kertre néz.Referencia szám: M91151","nincs megadva",NA,"összkomfortos","nincs megadva","4","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","nincs megadva","nyugat","kertre néz","30 m²","nincs megadva","nem tetotéri","nincs megadva",NA
"378","XIII. kerület, Tahi utca","79,03 millió Ft","76 m²","4","NAPFÉNYES NAPPALI + 2 HÁLÓS LAKÁS!XIII. kerületben, újszeru házak szomszédságában, 4.emeleti, NAPPALI +3 HÁLÓS,TELJESEN ÚJ, MÉG NEM LAKOTT ingatlan eladó. A lakás világos, panorámás, nyugati fekvésu. Amerikai konyhás. A társasház kis létszámú, családias, saját belso kerttel rendelkezik.Vásárlási lehetoségek, patika, bankok a közelben.További információért vagy megtekintéssel kapcsolatban keressen bizalommal!","újszeru","2019","duplakomfortos","nincs megadva","5","5","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","igen","külön és egyben is","nyugat","panorámás","28 m²","nincs megadva","nincs megadva","teremgarázs hely",NA
"379","XIII. kerület, Angyalföld","79,03 millió Ft","75 m²","4","A lakópark a XIII. kerület közkedvelt részén, a Rákos-patak szomszédságában helyezkedik el. Az elso ütemben felépülo 2 házban összesen 71 db praktikusan kialakított lakás készül el várhatóan 2020. nyár végi átadással.A projekt kiemelkedik a hagyományos új építésu lakóparkok rengetegébol, élheto lakószámmal, a megszokottnál jóval nagyobb zöldterületi mutatójával igazán kellemes családi otthonná válhat.Az exkluzív tervezésu 1.800 m2-es parkosított belso díszkert ad otthont az 5 emeletes, modern stílusú ingatlanoknak. A kertben játszótér és kerti tó is helyet kap. Minden lakás erkélyes, a lakások több mint 70%-a a pazar, belso díszkertre néz. Biztonsági kaputelefon és térfigyelo kamerarendszer kerül kiépítésre a lakópark területén, és gyorsliftek szolgálják majd az itt élok kényelmét. A közelben több bölcsode, óvoda, iskola, egészségügyi intézmény, sportközpont, színház, galéria és mozi található. A bevásárlásra a környék hiper- és szupermarketei, kisboltjai, a Lehel téri piac és az Újpesti Városközpont üzletei nyújtanak megoldást. A városi elonyök mellett a természet élményét a szomszéd Rákos-patak is fokozza, mely ideális helyszíne a természetközeli kikapcsolódásnak egy kellemes séta, vagy éppen a napi kocogás helyszíneként. A patak partján hatalmas alapterületu, gondozott kutyafuttatók is találhatóak. A lakóparktól autóval és tömegközlekedési jármuvel egyaránt könnyen és gyorsan megközelítheto a város minden fobb csomópontja.INGATLANKÍNÁLAT:Reitter Ferenc utca1/3 - 3 szoba, 76,64 nm + 1,75 nm terasz = 60.155.500 Ft (K, utcára nézo)2/3 - 3 szoba, 77,02 nm + 8,00 nm terasz = 63.600.700 Ft (K, utcára nézo)3/4 - 3 szoba, 65,23 nm + 5,99 nm terasz = 61.407.000 Ft (NY, kertre nézo)4/2 - 3 szoba, 75,38 nm + 8,01 nm terasz = 64.702.850 Ft (K, utcára nézo)4/4 - 3 szoba, 74,65 nm + 4,06 nm terasz = 67.095.000 Ft (NY, kertre nézo)4/6 - 4 szoba, 75,44 nm + 29,75 nm terasz = 79.030.000 Ft (NY, kertre nézo)5/2 - 2 szoba, 44,69 nm + 8,06 nm terasz = 44.690.000 Ft (K, utcára nézo)Tahi utca4/1 - 2 szoba, 54,81 nm + 3,09 nm terasz = 47.624.200 Ft (ÉK, utcára nézo)4/2 - 2 szoba, 52,52 nm + 6,45 nm terasz = 47.387.500 Ft (ÉK, utcára nézo)5/2 - 2 szoba, 44,61 nm + 8,55 nm terasz = 44.614.570 Ft (ÉK, utcára nézo)5/3 - 4 szoba, 94,61 nm + 17,41 nm terasz = 92.471.400 Ft (K-NY, kertre és utcára nézo)Az ingatlanok magas muszaki tartalommal, kulcsrakészen kerülnek átadásra, konyhabútor nélkül.Az ingatlanokhoz gépesített parkoló és önálló tároló is vásárolható.Fenti árak tartalmazzák az áfát (5%).Fizetési ütemezés:10 % foglaló + 10 % vételár-részlet az eloszerzodés megkötésekor, 80% vételár-részlet az ingatlan használatbavételi engedélyének kibocsátásakor.","nincs megadva",NA,"duplakomfortos","nincs megadva","4","5","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs","nincs megadva","igen","egy helyiségben","nyugat","kertre néz","29.75 m²","nem","nem tetotéri","önálló garázs - megvásárolható",NA
"380","XIII. kerület, Angyalföld","79,09 millió Ft","84 m²","4","****Több éves kiemelkedo múlttal, számos referenciával rendelkezo Beruházó cég által kivitelezett, PRÉMIUM KATEGÓRIÁS, magas muszaki tartalommal bíró, igényes lakások szinte azonnal költözhetök…..****A szóban forgó ingatlan, 5% áfás....:)A kiemelt figyelmet élvezo, folyamatos innoválások kerületeként számon tartott XIII. kerületben, csendes mellékutcában épült, kis lakóközösségu új építésu társasházban kínálok megvásárlásra, racionális elosztású, kituno tájolású , nagyobb családoknak is kényelmes életteret biztosított lakásokat……Garázs 4.000.000.-/db, Tároló 450.000.- / nmAz ingatlan bemutatását követoen, minden dokumentum rendelkezésre áll.....","újszeru","2020","duplakomfortos","nincs megadva","1","7","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","igen","nincs megadva","nincs megadva","nincs megadva","17 m²","nincs megadva","nincs megadva","teremgarázs hely - megvásárolható","4 000 000 Ft"
"381","IV. kerület, Megyer","79,09 millió Ft","100 m²","4","Új építésu lakások eladók Budapest IV. kerületének Megyer városrészében!Budapest egyik kedvelt családi házas városrészén 7 lakásos társasházban kínálom eladásra ezt a 2. emeleti, 100 nm +10 nm tetoteraszos lakást. Az ingatlan nappali + 3 szobás elrendezésu.TÁRSASHÁZ:Földszint + emelet + tetotér beépítés kialakítású. Az épületben nappali +1 szobástól a nappali +3 szobásig, 44-105 m2 nettó alapterületu lakások lakások kapnak helyet. Muszaki adatok:- A társasház tégla építésu- muanyag szerkezetu nyílászárók, hoszigetelt 3 rétegu üvegezéssel. A lakások nyílászárói felett beépített, hoszigetelt redonytok kerül elhelyezésre- az épület hutés-futés és melegvíz ellátását hoszivattyús rendszer fogja kiszolgálniA beruházó megbízható több éves szakmai múlttal rendelkezik. KÖZLEKEDÉS:A közlekedés kiváló legyen szó gépjármurol vagy közösségi közlekedésrol. A buszmegálló 1 perc sétatára, amellyel könnyen.7 fedett és 3 kültéri gépkocsibeálló készül, melyek megvásárolhatóak.KÖRNYÉK:A társasház Budapest egyik kedvelt családi házas városrészén a IV. kerületi Megyeren található. A közelben minden megtalálható minden amire a mindennapokhoz szüksége lehet. Bevásárlási lehetoség, gyógyszertár, óvoda, iskola és játszótér is  pár perc sétával elérheto. Alakítsa saját elképzeléseinek megfeleloen leendo otthonát. Jelenleg a lakások elrendezését még saját igényei szerint tudjuk módosítani.Várható átadás: 2022 év végeAjánlom az ingatlant mindazoknak, akik közel szeretnének maradni a városhoz, de nyugodtabb környezetre vágynak. M194518Az OTP Bank Vevoinket szükség és igény esetén kedvezményes hitelkonstrukció lehetoségeivel támogatja az ingatlan megvételéhez. Teljes köru ügyintézéssel állunk az eladók és a vevok rendelkezésére, az ügyintézés irodánkban kérheto. A kínálatunkból választott ingatlan finanszírozásához hitel- lízing megoldásokat kínálunk. Hitelhez kapcsolódó CSOK ügyintézés, amennyiben az ügyfél és az ingatlan a feltételeknek megfelel, babaváró hitel, valamint maximum 6 millió forintos lakásfelújítási hitel, melynek akár az 50%-át az állam finanszírozza.Az adásvételi szerzodés megkötéséhez igény szerint megbízható ügyvédi közremuködést biztosítunk. Amennyiben felkeltettem érdeklodését, hívjon bizalommal!Ha az új ingatlana megvásárlásához a jelenlegi ingatlanát el kell adnia, abban is szívesen segítünk.","befejezetlen",NA,"összkomfortos","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","egyéb","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","kelet","kertre néz","10 m²","nem","legfelso emelet, nem tetotéri","udvari beálló - megvásárolható","2 000 000 Ft"
